"id","cwb_1_sim","cwb_2_sim","cwb_3_sim","cwb_4_sim","res_1_sim","res_2_sim","dem_1_sim","dem_2_sim","dem_3_sim"
5029,2,NA,NA,NA,NA,NA,58,1,NA
5030,NA,1,NA,1,1,NA,5,NA,NA
5031,2,NA,1,1,2,NA,2,3,NA
5032,2,NA,NA,1,1,NA,NA,NA,2
5033,1,1,1,NA,NA,8,NA,1,NA
5034,NA,NA,NA,NA,3,5,56,1,NA
5035,NA,NA,1,1,NA,NA,25,NA,2
5036,1,1,1,1,NA,8,NA,1,NA
5037,2,1,1,1,NA,5,60,NA,2
5038,1,NA,2,NA,NA,NA,40,1,1
5039,NA,1,NA,2,NA,NA,NA,NA,NA
5040,2,1,NA,1,NA,NA,23,1,2
5041,NA,1,NA,NA,1,6,NA,NA,NA
5042,2,1,1,2,NA,3,47,NA,2
5043,2,1,1,1,2,5,NA,1,2
5044,1,1,NA,NA,NA,NA,NA,3,NA
5045,NA,NA,NA,2,3,10,18,NA,NA
5046,2,NA,NA,NA,1,10,50,1,NA
5047,2,NA,1,NA,NA,NA,NA,2,2
5048,1,NA,1,2,2,2,NA,1,NA
5049,NA,2,1,NA,2,NA,54,1,2
5050,NA,1,1,2,1,14,80,NA,NA
5051,1,1,1,1,NA,7,42,1,2
5052,2,NA,1,2,1,8,NA,1,2
5053,NA,1,1,1,NA,14,39,1,1
5054,NA,NA,NA,1,2,12,35,1,NA
5055,1,NA,NA,NA,2,12,13,NA,2
5056,2,1,1,NA,NA,11,63,NA,2
5057,2,1,NA,NA,NA,9,77,1,NA
5058,2,1,1,1,2,3,75,1,2
5059,NA,1,NA,NA,NA,3,NA,1,2
5060,2,2,NA,NA,1,15,NA,NA,2
5061,2,1,1,NA,1,NA,46,NA,2
5062,NA,1,1,NA,NA,13,NA,3,NA
5063,2,1,NA,1,3,NA,NA,2,2
5064,2,1,NA,NA,2,4,74,NA,NA
5065,NA,1,NA,2,NA,7,NA,NA,2
5066,2,NA,NA,NA,2,13,0,NA,NA
5067,NA,1,NA,2,2,NA,NA,NA,NA
5068,2,NA,1,1,2,NA,NA,1,2
5069,2,NA,NA,NA,2,NA,7,2,NA
5070,NA,1,1,2,NA,13,57,1,2
5071,NA,1,NA,2,3,11,3,1,NA
5072,2,1,1,1,NA,7,NA,NA,2
5073,NA,1,1,1,3,1,NA,2,2
5074,NA,NA,NA,NA,2,NA,NA,1,2
5075,1,1,1,1,3,NA,NA,NA,NA
5076,NA,1,2,1,NA,7,27,1,2
5077,2,1,1,1,2,9,68,1,2
5078,2,1,NA,1,2,15,47,1,2
5079,NA,NA,1,1,NA,13,NA,1,2
5080,2,NA,1,NA,3,11,67,NA,2
5081,NA,1,1,2,1,5,59,1,2
5082,2,2,1,1,NA,NA,NA,NA,2
5083,NA,2,NA,NA,3,12,5,2,2
5084,1,1,NA,NA,NA,12,NA,NA,2
5085,1,2,1,1,2,7,86,NA,2
5086,NA,1,NA,NA,3,NA,52,1,2
5087,2,NA,1,NA,3,13,43,NA,NA
5088,NA,1,1,2,1,8,NA,1,NA
5089,NA,1,1,2,2,NA,NA,NA,2
5090,2,1,1,NA,NA,NA,50,1,NA
5091,NA,1,1,2,NA,11,3,1,1
5092,NA,1,1,NA,3,NA,31,1,NA
5093,NA,1,NA,NA,3,12,NA,1,2
5094,1,1,1,2,NA,4,NA,NA,NA
5095,2,1,NA,2,3,2,51,NA,2
5096,2,NA,1,NA,NA,15,80,NA,2
5097,NA,NA,1,1,1,9,9,NA,2
5098,2,2,1,2,NA,NA,NA,NA,NA
5099,NA,1,1,2,2,NA,8,NA,NA
5100,NA,NA,1,NA,2,10,76,NA,2
5101,NA,1,1,NA,2,1,NA,1,2
5102,2,1,1,NA,NA,15,68,NA,NA
5103,NA,1,1,1,2,3,64,1,NA
5104,NA,NA,1,1,2,NA,NA,NA,NA
5105,2,NA,NA,NA,2,15,76,1,2
5106,2,1,NA,1,2,NA,25,NA,2
5107,NA,NA,1,2,NA,3,36,1,2
5108,2,1,NA,2,1,15,89,1,2
5109,1,NA,NA,NA,2,2,NA,1,NA
5110,NA,NA,1,1,1,NA,44,1,2
5111,1,NA,1,NA,NA,14,9,NA,NA
5112,1,NA,1,NA,2,NA,NA,2,2
5113,NA,1,NA,NA,3,9,89,4,2
5114,2,NA,NA,1,1,6,NA,1,2
5115,2,1,1,2,3,NA,29,1,NA
5116,NA,1,NA,1,2,3,NA,1,2
5117,2,NA,NA,2,2,16,55,NA,NA
5118,2,NA,1,2,3,10,74,1,NA
5119,2,1,1,2,1,NA,NA,NA,NA
5120,NA,1,1,NA,2,6,NA,2,2
5121,NA,1,NA,1,2,13,65,4,2
5122,2,1,1,NA,NA,8,63,1,2
5123,2,1,1,2,NA,NA,81,1,2
5124,1,NA,1,2,2,NA,9,1,NA
5125,NA,NA,1,1,2,NA,NA,NA,2
5126,1,NA,1,1,NA,NA,NA,NA,2
5127,NA,1,1,1,NA,NA,69,2,NA
5128,2,NA,1,1,1,16,47,1,2
5129,NA,1,1,NA,1,NA,NA,NA,2
5130,NA,NA,NA,NA,2,NA,34,NA,2
5131,NA,1,NA,NA,2,4,68,NA,NA
5132,1,1,NA,1,NA,5,61,1,NA
5133,1,1,NA,1,NA,NA,5,1,NA
5134,NA,1,NA,2,3,NA,25,1,2
5135,NA,1,1,2,2,12,NA,1,NA
5136,NA,1,1,2,2,NA,NA,2,NA
5137,NA,1,NA,NA,2,NA,NA,1,NA
5138,1,1,1,NA,1,13,6,3,2
5139,1,NA,NA,2,NA,NA,81,NA,NA
5140,NA,NA,NA,NA,2,7,NA,1,NA
5141,2,1,NA,1,NA,NA,NA,NA,NA
5142,1,1,1,2,3,10,NA,1,2
5143,NA,1,NA,1,NA,8,90,3,NA
5144,2,1,1,2,3,12,NA,NA,2
5145,NA,2,NA,2,1,NA,62,1,2
5146,2,1,1,2,NA,NA,26,1,NA
5147,1,1,1,2,2,9,42,1,NA
5148,NA,2,1,2,1,13,14,4,2
5149,NA,NA,NA,NA,1,11,36,NA,1
5150,2,1,NA,NA,2,5,88,NA,NA
5151,NA,1,NA,NA,NA,15,NA,NA,NA
5152,NA,1,NA,1,NA,13,47,2,NA
5153,1,2,1,2,3,NA,NA,1,2
5154,1,NA,NA,NA,NA,NA,NA,NA,NA
5155,2,NA,NA,NA,1,3,18,1,2
5156,NA,1,1,1,2,NA,NA,1,NA
5157,2,1,NA,NA,2,16,70,1,NA
5158,2,1,1,NA,NA,NA,56,2,2
5159,NA,1,NA,NA,1,NA,76,2,NA
5160,1,1,1,1,3,14,NA,1,NA
5161,2,1,1,NA,2,5,NA,1,2
5162,NA,1,1,2,2,NA,NA,NA,2
5163,1,NA,1,1,NA,NA,64,1,NA
5164,NA,1,1,NA,1,NA,74,1,2
5165,1,1,1,1,NA,6,NA,1,NA
5166,2,1,1,1,NA,NA,85,1,NA
5167,2,NA,1,NA,1,NA,NA,1,2
5168,2,1,2,NA,2,4,68,1,NA
5169,NA,1,1,1,1,5,47,1,NA
5170,NA,NA,1,NA,NA,3,21,1,NA
5171,NA,2,1,NA,1,16,46,NA,2
5172,2,1,NA,2,1,8,41,1,2
5173,1,1,1,2,NA,NA,NA,1,NA
5174,1,NA,1,NA,NA,NA,59,1,2
5175,2,1,NA,1,3,13,53,NA,NA
5176,2,1,NA,NA,3,15,9,1,NA
5177,1,NA,1,2,2,NA,66,1,2
5178,2,2,1,2,1,6,24,4,2
5179,1,NA,1,2,2,10,48,1,2
5180,1,NA,NA,2,2,2,21,1,NA
5181,NA,1,1,2,3,NA,49,NA,NA
5182,2,NA,1,NA,NA,NA,5,NA,2
5183,2,1,1,NA,1,NA,10,1,2
5184,2,2,1,2,NA,14,NA,1,2
5185,2,1,1,1,1,10,NA,NA,NA
5186,NA,NA,1,1,NA,NA,85,NA,2
5187,1,1,NA,NA,NA,NA,NA,NA,2
5188,NA,1,1,1,3,NA,NA,NA,2
5189,2,1,NA,NA,NA,NA,NA,NA,2
5190,1,NA,1,NA,NA,NA,29,1,2
5191,1,1,NA,2,2,NA,NA,3,2
5192,NA,1,1,1,2,NA,NA,NA,2
5193,NA,1,1,2,2,16,NA,NA,2
5194,2,1,NA,NA,2,11,NA,1,2
5195,2,1,1,1,NA,10,NA,1,NA
5196,NA,NA,1,1,3,10,NA,1,NA
5197,NA,1,NA,1,2,9,71,NA,NA
5198,NA,NA,1,NA,NA,16,50,NA,2
5199,NA,1,1,1,1,8,47,NA,2
5200,NA,NA,1,2,2,1,NA,NA,2
5201,NA,1,NA,2,2,6,73,1,2
5202,2,NA,1,NA,NA,6,30,NA,2
5203,1,NA,NA,NA,NA,NA,NA,NA,NA
5204,1,1,1,1,NA,5,NA,1,NA
5205,NA,1,NA,NA,1,NA,84,NA,2
5206,NA,1,NA,NA,1,NA,62,NA,2
5207,NA,1,1,NA,2,4,42,1,2
5208,2,1,1,2,NA,5,49,NA,NA
5209,1,1,2,NA,NA,NA,76,1,2
5210,2,NA,1,2,2,1,NA,NA,2
5211,NA,1,NA,NA,NA,NA,11,1,2
5212,NA,1,1,NA,2,NA,70,NA,2
5213,1,1,1,2,NA,NA,NA,1,NA
5214,NA,1,1,NA,2,NA,77,NA,NA
5215,NA,NA,NA,2,2,NA,90,3,2
5216,2,NA,NA,NA,NA,5,NA,1,2
5217,2,1,1,2,1,10,89,1,NA
5218,1,NA,NA,2,2,1,84,1,2
5219,2,1,NA,NA,1,5,NA,1,NA
5220,NA,1,1,NA,NA,8,10,1,2
5221,1,2,NA,NA,1,NA,NA,4,2
5222,NA,NA,1,2,NA,13,43,NA,2
5223,NA,1,1,1,NA,NA,NA,2,2
5224,2,NA,NA,NA,2,NA,NA,NA,1
5225,NA,1,1,NA,1,NA,49,NA,NA
5226,NA,1,NA,1,NA,NA,NA,NA,2
5227,NA,1,1,2,NA,8,75,NA,NA
5228,NA,1,1,1,NA,NA,NA,NA,2
5229,2,NA,NA,2,NA,NA,NA,1,NA
5230,2,NA,1,2,NA,2,NA,1,1
5231,NA,1,NA,NA,NA,14,48,3,2
5232,NA,NA,1,NA,NA,6,6,1,NA
5233,1,1,NA,NA,NA,5,20,1,NA
5234,2,1,1,NA,2,1,2,1,2
5235,1,1,NA,1,2,2,78,1,1
5236,2,1,1,NA,NA,NA,58,NA,2
5237,1,NA,NA,2,3,13,18,NA,NA
5238,1,1,1,1,2,NA,NA,1,2
5239,NA,1,1,NA,1,3,NA,2,2
5240,1,1,1,NA,2,3,NA,1,2
5241,2,NA,NA,NA,NA,16,NA,NA,NA
5242,2,NA,NA,NA,2,16,14,NA,NA
5243,2,NA,NA,NA,NA,2,90,1,2
5244,2,1,NA,NA,NA,16,NA,1,NA
5245,1,NA,NA,2,1,10,40,NA,2
5246,2,NA,1,NA,NA,5,NA,1,NA
5247,2,NA,1,2,NA,12,52,NA,2
5248,NA,1,1,NA,2,NA,8,NA,NA
5249,2,NA,NA,NA,3,10,NA,NA,NA
5250,1,1,NA,1,NA,7,0,1,2
5251,2,1,NA,NA,2,NA,65,1,2
5252,1,1,1,1,2,7,90,1,2
5253,1,NA,1,1,1,NA,19,1,2
5254,NA,NA,NA,NA,NA,3,85,1,2
5255,NA,NA,NA,1,NA,NA,26,1,NA
5256,2,2,NA,NA,2,12,NA,NA,NA
5257,NA,NA,1,2,2,12,7,1,NA
5258,NA,1,1,NA,NA,NA,24,NA,2
5259,NA,NA,NA,NA,2,NA,NA,1,NA
5260,1,1,1,2,NA,NA,12,NA,2
5261,1,1,1,1,NA,NA,NA,NA,2
5262,1,1,1,NA,NA,6,NA,1,NA
5263,NA,NA,NA,NA,NA,15,81,NA,2
5264,1,NA,NA,1,NA,4,13,NA,NA
5265,2,1,NA,2,1,NA,NA,NA,2
5266,NA,1,1,1,NA,15,67,NA,1
5267,2,1,1,NA,2,NA,80,1,NA
5268,1,1,NA,2,2,10,NA,1,2
5269,2,1,NA,1,2,10,21,NA,2
5270,1,NA,NA,2,2,NA,77,NA,2
5271,2,1,1,NA,3,NA,89,1,NA
5272,2,1,1,1,1,NA,88,NA,2
5273,2,NA,1,2,NA,11,NA,1,2
5274,1,NA,1,2,2,NA,5,4,2
5275,NA,NA,1,2,3,5,3,1,2
5276,NA,NA,1,NA,2,NA,61,4,NA
5277,NA,1,1,1,2,NA,13,NA,NA
5278,1,1,NA,NA,1,1,NA,NA,NA
5279,1,NA,1,1,NA,6,29,NA,NA
5280,1,1,NA,1,2,NA,27,NA,2
5281,2,1,1,1,1,6,72,1,NA
5282,NA,1,1,NA,2,NA,36,NA,NA
5283,2,1,1,NA,NA,NA,NA,NA,NA
5284,NA,1,NA,1,NA,14,NA,1,NA
5285,1,1,1,2,NA,8,NA,NA,2
5286,NA,1,2,NA,3,16,52,1,2
5287,2,NA,1,1,2,NA,21,3,2
5288,NA,NA,NA,2,1,NA,14,1,NA
5289,2,1,1,NA,NA,11,22,1,NA
5290,NA,NA,1,2,NA,11,58,2,NA
5291,2,NA,NA,NA,2,7,NA,NA,NA
5292,NA,1,NA,1,2,12,20,3,2
5293,2,1,1,NA,2,NA,17,2,NA
5294,2,NA,1,NA,NA,5,14,NA,2
5295,NA,1,1,NA,NA,NA,25,NA,2
5296,2,1,1,2,NA,NA,NA,1,2
5297,1,NA,1,NA,2,5,NA,3,2
5298,NA,1,2,1,NA,NA,33,1,2
5299,1,2,1,2,2,NA,NA,1,2
5300,1,1,1,2,NA,1,NA,4,2
5301,2,NA,1,1,3,16,30,4,NA
5302,NA,NA,1,1,1,NA,71,NA,NA
5303,2,NA,1,NA,2,NA,27,1,2
5304,1,NA,NA,NA,NA,10,52,NA,2
5305,1,1,1,1,1,NA,84,NA,NA
5306,NA,NA,NA,1,3,2,23,1,NA
5307,NA,1,NA,1,NA,NA,71,NA,2
5308,2,1,NA,NA,1,8,36,1,NA
5309,1,1,NA,2,3,9,82,NA,2
5310,NA,NA,1,NA,2,4,54,NA,2
5311,2,NA,1,NA,2,5,NA,NA,2
5312,2,1,1,2,NA,14,NA,2,NA
5313,2,1,NA,NA,3,NA,NA,1,2
5314,2,1,NA,2,1,NA,11,1,NA
5315,1,NA,1,1,1,14,33,1,2
5316,NA,1,NA,2,2,10,63,1,2
5317,1,1,1,2,NA,NA,29,NA,2
5318,2,NA,1,NA,NA,15,NA,1,2
5319,NA,NA,NA,NA,1,5,35,1,2
5320,1,NA,NA,1,2,7,52,NA,NA
5321,NA,1,1,2,3,2,8,2,NA
5322,2,1,2,NA,3,NA,27,NA,2
5323,2,NA,1,2,NA,6,84,1,2
5324,1,1,1,2,3,2,NA,NA,NA
5325,2,NA,NA,NA,2,NA,NA,1,NA
5326,NA,1,1,NA,NA,NA,62,NA,2
5327,NA,NA,1,NA,3,NA,67,2,NA
5328,NA,1,1,2,NA,12,12,NA,NA
5329,2,1,1,1,2,1,75,1,2
5330,NA,NA,1,1,NA,11,10,1,2
5331,2,1,1,2,NA,NA,NA,NA,2
5332,2,1,NA,2,NA,NA,NA,1,NA
5333,1,1,1,1,NA,2,NA,NA,2
5334,NA,NA,NA,2,1,3,30,NA,2
5335,1,NA,NA,NA,NA,14,NA,NA,1
5336,2,NA,1,1,3,16,72,NA,NA
5337,NA,NA,NA,2,NA,9,19,NA,2
5338,2,1,NA,1,3,NA,28,1,2
5339,NA,NA,1,1,2,9,31,4,2
5340,NA,1,NA,2,NA,11,NA,1,NA
5341,NA,1,NA,NA,2,6,41,1,2
5342,NA,NA,NA,NA,2,NA,NA,1,2
5343,2,1,NA,2,2,NA,54,1,NA
5344,NA,2,NA,NA,2,NA,70,1,NA
5345,2,1,1,NA,NA,NA,22,1,NA
5346,2,NA,1,1,2,NA,75,NA,2
5347,NA,NA,1,NA,NA,13,NA,NA,NA
5348,2,1,1,NA,1,3,23,1,2
5349,2,NA,NA,1,1,NA,21,1,2
5350,NA,2,1,NA,NA,8,NA,1,NA
5351,2,1,NA,NA,NA,NA,56,1,2
5352,2,1,1,NA,1,NA,21,2,NA
5353,1,1,NA,2,1,11,NA,1,NA
5354,NA,NA,NA,NA,NA,NA,73,1,2
5355,NA,NA,NA,1,NA,9,63,2,2
5356,2,NA,1,2,2,12,NA,NA,2
5357,NA,1,1,NA,2,14,NA,1,2
5358,2,1,1,2,NA,1,50,1,NA
5359,2,NA,1,1,3,NA,26,NA,NA
5360,2,1,1,2,2,16,88,NA,2
5361,2,NA,NA,1,3,9,22,1,2
5362,NA,NA,1,1,1,4,NA,NA,NA
5363,1,1,1,NA,2,NA,NA,NA,2
5364,NA,NA,1,2,2,NA,30,NA,2
5365,2,1,1,NA,2,9,18,NA,NA
5366,2,NA,1,2,2,NA,6,1,2
5367,NA,1,NA,NA,3,NA,NA,NA,NA
5368,NA,NA,1,NA,2,13,75,1,2
5369,2,NA,NA,NA,NA,NA,47,NA,2
5370,2,NA,1,NA,NA,15,NA,3,NA
5371,NA,1,1,1,NA,9,NA,NA,2
5372,NA,1,1,NA,1,10,13,1,2
5373,2,1,1,2,NA,NA,22,1,NA
5374,1,1,1,1,3,9,NA,NA,2
5375,2,NA,1,NA,NA,NA,75,NA,NA
5376,NA,1,1,NA,1,6,10,NA,2
5377,1,NA,1,2,2,4,9,3,2
5378,NA,NA,NA,NA,1,5,6,1,2
5379,NA,2,NA,NA,2,11,NA,NA,NA
5380,NA,NA,1,2,2,NA,31,3,NA
5381,2,1,NA,2,NA,15,84,2,2
5382,1,NA,NA,NA,2,NA,82,1,NA
5383,NA,NA,NA,NA,2,5,81,1,2
5384,NA,1,NA,NA,2,16,4,NA,NA
5385,NA,NA,1,1,2,NA,NA,NA,NA
5386,2,1,1,1,2,NA,NA,NA,2
5387,NA,NA,NA,1,2,NA,24,NA,NA
5388,2,1,1,NA,3,NA,49,1,NA
5389,NA,1,1,1,2,NA,NA,NA,NA
5390,2,NA,NA,NA,1,10,88,1,NA
5391,1,NA,1,2,2,1,NA,NA,NA
5392,1,1,1,2,2,13,NA,2,2
5393,1,1,1,1,NA,NA,77,NA,NA
5394,NA,1,1,2,3,1,NA,1,2
5395,1,1,1,2,1,11,68,NA,2
5396,NA,NA,1,1,NA,3,34,NA,2
5397,2,1,1,1,NA,8,46,1,NA
5398,1,2,1,2,NA,11,50,NA,2
5399,2,1,1,1,1,4,36,1,2
5400,NA,NA,NA,NA,NA,NA,85,2,NA
5401,NA,1,NA,NA,1,13,0,1,NA
5402,1,NA,NA,2,NA,5,52,4,2
5403,2,1,1,NA,2,NA,NA,1,2
5404,2,2,NA,NA,2,10,3,NA,2
5405,1,1,1,2,1,15,62,NA,2
5406,2,NA,NA,1,1,NA,NA,NA,2
5407,NA,1,1,NA,NA,NA,87,1,2
5408,2,NA,1,1,2,10,71,NA,2
5409,NA,NA,NA,NA,2,NA,45,1,NA
5410,1,1,NA,NA,2,NA,81,NA,2
5411,1,1,1,NA,NA,12,61,NA,NA
5412,NA,1,1,2,1,NA,62,NA,2
5413,2,NA,NA,NA,NA,NA,NA,1,2
5414,2,2,1,NA,2,NA,51,1,2
5415,2,NA,NA,1,2,NA,10,1,NA
5416,1,1,1,1,1,8,64,4,2
5417,NA,NA,1,NA,1,5,24,NA,2
5418,NA,1,1,2,3,5,NA,NA,NA
5419,NA,1,NA,2,NA,NA,58,NA,2
5420,2,1,NA,2,2,7,29,1,2
5421,1,1,1,2,3,12,63,NA,2
5422,2,NA,NA,2,NA,NA,67,1,NA
5423,2,NA,1,NA,NA,NA,NA,2,1
5424,1,NA,NA,1,2,NA,59,1,NA
5425,1,NA,1,NA,2,NA,67,3,1
5426,2,1,1,1,2,NA,81,NA,2
5427,NA,2,1,NA,NA,NA,NA,NA,NA
5428,NA,1,1,1,NA,8,70,3,2
5429,NA,NA,1,NA,NA,10,69,NA,2
5430,1,2,1,NA,NA,6,NA,NA,NA
5431,NA,NA,1,NA,1,NA,15,1,2
5432,NA,1,NA,NA,3,NA,50,1,NA
5433,2,1,1,2,NA,3,10,NA,NA
5434,NA,NA,1,NA,2,NA,NA,1,2
5435,NA,NA,1,1,3,2,87,1,2
5436,2,1,1,2,3,16,80,1,2
5437,2,NA,NA,NA,1,NA,85,1,2
5438,1,1,NA,2,1,11,NA,NA,NA
5439,1,NA,1,NA,NA,NA,37,NA,2
5440,1,1,1,NA,3,14,11,1,2
5441,2,1,1,2,1,13,NA,2,2
5442,NA,NA,NA,NA,2,9,46,1,2
5443,NA,NA,1,NA,1,NA,40,1,2
5444,1,2,1,NA,1,8,65,3,2
5445,NA,1,NA,2,NA,4,39,NA,2
5446,1,NA,1,1,NA,4,NA,1,NA
5447,1,1,1,2,2,NA,51,NA,2
5448,NA,1,1,NA,NA,10,21,NA,NA
5449,1,1,1,2,3,NA,8,1,2
5450,1,2,NA,NA,1,13,NA,1,NA
5451,1,1,1,NA,NA,12,NA,2,NA
5452,NA,1,1,1,1,NA,NA,NA,2
5453,1,1,NA,1,1,NA,69,1,2
5454,2,2,1,2,1,4,57,1,2
5455,2,NA,1,NA,2,15,NA,1,NA
5456,NA,NA,2,NA,2,NA,90,NA,NA
5457,1,NA,1,2,3,2,NA,NA,NA
5458,NA,1,1,NA,NA,NA,31,1,2
5459,NA,1,1,2,NA,2,31,NA,2
5460,NA,1,1,NA,3,1,47,NA,2
5461,2,NA,NA,1,2,7,32,1,2
5462,2,1,NA,NA,2,NA,9,NA,NA
5463,NA,1,NA,NA,2,5,24,4,2
5464,NA,NA,NA,1,NA,NA,NA,2,NA
5465,NA,1,NA,NA,2,16,27,NA,2
5466,2,NA,NA,NA,NA,NA,NA,1,NA
5467,NA,NA,NA,1,1,9,7,NA,2
5468,1,1,NA,NA,NA,12,NA,1,2
5469,2,NA,NA,2,1,2,81,NA,NA
5470,NA,NA,NA,2,3,11,84,2,2
5471,2,NA,NA,NA,NA,NA,49,NA,2
5472,NA,1,1,NA,3,NA,65,1,NA
5473,2,1,NA,1,NA,16,NA,1,2
5474,2,2,1,NA,1,NA,50,1,2
5475,2,NA,1,1,2,NA,37,NA,2
5476,2,NA,NA,1,3,12,NA,1,2
5477,1,NA,NA,1,2,5,83,2,2
5478,2,1,1,NA,2,NA,37,1,NA
5479,NA,1,1,NA,NA,NA,NA,1,2
5480,NA,1,NA,2,2,11,43,NA,2
5481,1,NA,NA,1,NA,NA,1,1,2
5482,NA,NA,1,2,1,NA,30,1,2
5483,1,1,NA,2,NA,NA,27,NA,2
5484,1,1,1,NA,1,3,36,NA,NA
5485,NA,NA,1,1,1,2,10,NA,2
5486,NA,1,NA,NA,NA,10,NA,NA,2
5487,1,1,NA,1,NA,3,71,NA,NA
5488,NA,1,1,NA,2,NA,NA,1,2
5489,2,NA,1,2,1,11,86,1,NA
5490,NA,1,NA,1,NA,6,61,1,2
5491,NA,NA,2,NA,NA,NA,48,1,2
5492,1,1,1,2,NA,8,19,2,2
5493,NA,1,NA,1,2,8,75,1,NA
5494,2,1,1,1,NA,NA,84,4,NA
5495,NA,NA,1,1,2,NA,46,NA,2
5496,1,NA,1,2,2,7,NA,NA,2
5497,NA,1,1,2,NA,NA,NA,NA,2
5498,NA,1,1,NA,1,13,16,3,2
5499,2,1,1,1,NA,3,NA,1,2
5500,NA,1,1,2,1,NA,NA,1,NA
5501,2,1,1,NA,2,NA,NA,NA,2
5502,1,1,NA,NA,1,6,NA,3,2
5503,2,1,1,2,NA,16,14,NA,2
5504,2,1,1,1,2,NA,68,NA,2
5505,NA,1,NA,NA,NA,4,NA,NA,NA
5506,NA,NA,NA,NA,2,12,NA,1,2
5507,1,1,1,NA,NA,14,87,NA,2
5508,2,2,1,1,2,14,NA,1,1
5509,1,1,NA,2,2,NA,65,1,2
5510,NA,NA,NA,2,NA,NA,3,NA,NA
5511,NA,NA,1,NA,3,NA,85,1,2
5512,NA,NA,NA,NA,3,NA,27,1,2
5513,2,NA,NA,2,NA,NA,51,1,NA
5514,NA,1,2,1,3,13,13,NA,2
5515,NA,NA,NA,NA,1,12,NA,NA,2
5516,NA,2,NA,2,2,NA,NA,3,2
5517,2,NA,2,1,1,14,12,1,2
5518,2,NA,NA,NA,2,5,1,NA,2
5519,2,NA,NA,2,2,NA,87,NA,NA
5520,NA,NA,NA,NA,2,4,43,NA,2
5521,2,1,NA,1,1,2,37,1,NA
5522,2,NA,1,1,2,13,NA,3,NA
5523,1,1,1,NA,2,2,NA,NA,NA
5524,1,1,1,2,2,8,NA,NA,2
5525,1,1,1,2,NA,14,62,NA,2
5526,NA,1,NA,2,2,10,21,2,2
5527,NA,1,NA,NA,NA,2,NA,2,2
5528,1,2,NA,1,NA,1,71,1,NA
5529,1,NA,NA,NA,NA,NA,NA,NA,NA
5530,NA,NA,1,NA,3,NA,NA,1,2
5531,1,NA,NA,2,NA,NA,NA,1,2
5532,2,NA,1,1,NA,6,NA,NA,2
5533,1,NA,NA,2,3,6,12,1,NA
5534,2,1,NA,NA,3,3,NA,NA,NA
5535,NA,1,1,2,1,1,NA,1,NA
5536,NA,1,1,NA,3,8,NA,1,2
5537,2,NA,2,NA,1,NA,76,1,2
5538,2,NA,NA,2,2,1,NA,NA,2
5539,2,NA,1,NA,NA,13,34,NA,2
5540,NA,NA,1,2,2,4,29,NA,2
5541,2,NA,1,NA,2,NA,17,NA,1
5542,2,NA,1,2,NA,NA,54,1,2
5543,2,1,1,1,2,15,24,NA,2
5544,2,1,1,NA,2,12,32,NA,2
5545,NA,NA,1,2,2,NA,NA,NA,NA
5546,2,NA,1,NA,NA,14,NA,1,2
5547,2,NA,NA,NA,1,8,53,NA,2
5548,1,1,NA,NA,2,9,33,1,NA
5549,NA,1,NA,NA,3,7,NA,NA,2
5550,NA,NA,2,2,3,NA,NA,1,NA
5551,1,1,NA,NA,2,3,NA,NA,2
5552,1,1,1,NA,2,NA,4,1,NA
5553,2,1,NA,2,NA,NA,37,1,NA
5554,1,1,1,2,1,12,NA,NA,2
5555,NA,2,1,NA,2,7,NA,1,NA
5556,NA,NA,NA,1,1,13,68,1,2
5557,NA,2,1,2,2,4,18,1,2
5558,1,NA,NA,2,2,NA,NA,1,2
5559,1,1,1,1,NA,7,NA,NA,NA
5560,NA,NA,1,1,NA,NA,84,1,NA
5561,2,1,NA,2,NA,4,NA,3,2
5562,1,1,NA,NA,NA,NA,22,1,2
5563,NA,NA,1,NA,1,NA,NA,1,NA
5564,1,1,NA,1,3,11,NA,NA,2
5565,NA,1,1,2,2,13,21,2,NA
5566,1,1,1,NA,2,NA,34,1,NA
5567,NA,1,NA,1,1,3,81,1,NA
5568,NA,NA,1,NA,NA,11,NA,NA,NA
5569,NA,NA,NA,1,NA,NA,34,4,NA
5570,1,1,1,NA,NA,4,NA,1,2
5571,2,1,1,2,NA,3,58,1,2
5572,NA,1,1,1,2,14,NA,1,NA
5573,2,1,NA,NA,3,12,NA,NA,NA
5574,2,1,NA,NA,NA,6,NA,NA,2
5575,2,1,NA,NA,1,NA,7,NA,2
5576,NA,1,NA,NA,NA,12,42,1,2
5577,2,1,1,1,NA,NA,6,1,NA
5578,NA,NA,NA,NA,3,NA,28,NA,2
5579,1,1,1,2,1,NA,NA,NA,NA
5580,2,NA,1,2,1,12,NA,NA,2
5581,NA,1,NA,NA,NA,16,69,1,2
5582,NA,NA,NA,2,NA,12,68,NA,2
5583,1,1,NA,NA,2,NA,64,1,NA
5584,2,NA,2,NA,NA,4,NA,NA,2
5585,NA,1,1,NA,2,4,10,NA,NA
5586,2,1,1,2,NA,NA,44,2,2
5587,NA,NA,NA,2,3,2,NA,1,2
5588,1,NA,NA,1,3,15,39,NA,2
5589,1,1,1,NA,NA,15,63,1,NA
5590,2,1,NA,2,1,9,NA,1,NA
5591,2,2,1,2,NA,NA,39,1,NA
5592,2,NA,1,NA,NA,9,NA,1,2
5593,2,2,1,2,NA,4,NA,1,NA
5594,NA,NA,1,1,NA,9,55,1,2
