"id","cwb_1_sim","cwb_2_sim","cwb_3_sim","cwb_4_sim","res_1_sim","res_2_sim","dem_1_sim","dem_2_sim","dem_3_sim"
5034,NA,1,1,NA,NA,5,56,1,2
5035,1,1,1,1,NA,NA,NA,NA,2
5036,NA,1,1,NA,2,8,NA,1,NA
5037,NA,NA,NA,1,NA,5,60,NA,2
5038,1,1,2,1,2,7,40,1,2
5039,NA,1,1,2,NA,8,NA,NA,2
5040,2,1,1,1,NA,NA,23,NA,2
5041,NA,NA,1,1,1,NA,80,1,NA
5042,2,NA,NA,NA,1,3,NA,NA,2
5043,2,1,NA,NA,2,5,NA,1,2
5044,1,1,NA,1,1,NA,83,NA,NA
5045,1,1,NA,2,3,10,NA,NA,2
5046,2,1,1,1,1,NA,50,NA,2
5047,2,NA,1,1,1,7,NA,2,NA
5048,1,1,NA,NA,2,2,86,1,NA
5049,1,2,1,NA,NA,11,54,NA,2
5050,NA,1,NA,2,1,14,NA,1,2
5051,1,NA,1,NA,1,7,42,NA,2
5052,2,1,1,2,1,8,71,1,NA
5053,1,1,NA,1,3,14,NA,NA,2
5054,NA,1,1,NA,NA,12,35,NA,2
5055,1,NA,1,1,2,12,13,3,2
5056,2,1,NA,2,NA,11,63,1,2
5057,2,NA,NA,2,2,NA,NA,NA,2
5058,2,1,1,1,NA,NA,75,NA,2
5059,NA,1,1,2,3,3,NA,1,2
5060,NA,2,NA,1,1,NA,46,3,NA
5061,NA,1,NA,2,1,NA,46,3,NA
5062,1,1,NA,1,NA,NA,64,3,NA
5063,2,1,1,1,NA,2,NA,2,NA
5064,NA,1,1,NA,NA,NA,74,NA,2
5065,NA,NA,NA,2,NA,7,25,1,2
5066,2,NA,1,NA,NA,13,0,1,NA
5067,NA,NA,NA,2,2,13,14,NA,NA
5068,NA,NA,NA,NA,2,NA,40,1,NA
5069,NA,1,1,1,NA,2,7,NA,2
5070,NA,1,1,NA,1,NA,57,1,NA
5071,2,NA,1,2,NA,11,NA,1,NA
5072,2,1,1,NA,NA,7,NA,1,2
5073,1,NA,1,NA,3,NA,76,2,NA
5074,2,NA,1,NA,NA,5,31,NA,NA
5075,1,1,NA,1,NA,NA,NA,NA,2
5076,1,1,2,1,2,7,NA,NA,2
5077,2,1,1,1,NA,9,68,NA,2
5078,NA,NA,NA,NA,NA,NA,47,1,2
5079,2,1,1,NA,1,13,NA,NA,2
5080,2,1,1,1,3,NA,67,1,2
5081,NA,1,NA,2,1,5,59,NA,NA
5082,2,NA,NA,1,2,4,NA,2,NA
5083,NA,2,1,2,3,NA,NA,2,NA
5084,1,1,NA,1,1,12,NA,3,NA
5085,1,2,1,1,NA,7,86,NA,2
5086,1,1,NA,1,NA,11,52,1,2
5087,2,NA,NA,2,3,NA,43,1,NA
5088,1,NA,NA,NA,1,8,12,NA,NA
5089,2,NA,1,NA,2,NA,NA,NA,NA
5090,NA,1,NA,NA,2,NA,NA,NA,2
5091,NA,1,1,2,1,NA,3,NA,NA
5092,1,1,1,NA,3,7,31,1,NA
5093,2,1,2,1,3,12,56,1,2
5094,1,1,NA,2,NA,NA,64,1,NA
5095,NA,1,1,NA,3,NA,51,NA,2
5096,2,1,1,NA,2,NA,NA,1,2
5097,1,1,1,1,1,9,9,1,2
5098,NA,2,1,2,1,1,25,NA,NA
5099,NA,NA,NA,NA,2,8,8,NA,2
5100,2,1,1,NA,NA,10,76,1,NA
5101,2,NA,1,NA,NA,NA,34,NA,2
5102,2,NA,1,NA,2,NA,NA,3,2
5103,NA,1,NA,1,2,3,NA,1,2
5104,NA,1,1,NA,2,2,76,NA,1
5105,2,NA,NA,1,NA,NA,NA,NA,2
5106,2,1,NA,NA,2,16,25,NA,2
5107,NA,NA,1,2,3,3,36,NA,2
5108,NA,NA,1,NA,1,NA,NA,NA,2
5109,NA,NA,NA,NA,2,NA,NA,NA,2
5110,NA,NA,NA,1,1,7,44,1,NA
5111,NA,1,NA,NA,2,14,NA,1,NA
5112,1,NA,1,NA,2,7,84,2,NA
5113,1,1,1,NA,3,NA,89,NA,NA
5114,NA,1,1,NA,1,6,60,1,2
5115,NA,NA,1,2,3,9,NA,NA,2
5116,NA,1,NA,1,NA,3,13,NA,NA
5117,NA,1,1,2,NA,NA,NA,NA,NA
5118,NA,NA,1,NA,3,10,74,1,NA
5119,2,1,1,2,1,NA,NA,4,2
5120,1,1,1,2,2,6,NA,NA,NA
5121,1,1,NA,1,NA,13,65,4,2
5122,2,NA,1,1,2,8,63,1,2
5123,NA,1,NA,2,NA,11,NA,NA,2
5124,NA,NA,1,NA,2,16,9,NA,2
5125,1,NA,NA,1,2,NA,73,1,2
5126,NA,1,NA,1,NA,NA,78,NA,1
5127,NA,NA,NA,1,2,3,69,2,2
5128,2,NA,NA,1,NA,16,47,NA,NA
5129,1,NA,NA,1,1,13,79,1,NA
5130,2,1,NA,2,2,NA,34,NA,2
5131,NA,NA,NA,2,NA,NA,68,1,2
5132,1,1,1,1,NA,NA,NA,NA,NA
5133,1,NA,NA,1,NA,NA,NA,1,2
5134,2,NA,1,NA,3,NA,25,NA,NA
5135,2,1,1,2,NA,NA,NA,NA,NA
5136,NA,1,1,2,NA,3,NA,2,NA
5137,1,NA,1,2,2,5,75,1,NA
5138,1,1,1,2,1,13,6,3,2
5139,1,1,1,2,NA,8,NA,1,2
5140,2,1,NA,1,NA,NA,6,NA,2
5141,2,1,NA,1,NA,13,NA,1,NA
5142,NA,1,1,2,NA,10,78,NA,2
5143,NA,1,1,NA,NA,8,NA,NA,2
5144,2,1,1,NA,NA,12,NA,1,2
5145,2,NA,1,NA,1,4,62,1,2
5146,2,NA,1,NA,NA,NA,26,NA,2
5147,1,NA,1,2,NA,9,42,NA,2
5148,NA,2,1,2,1,NA,NA,4,NA
5149,NA,NA,NA,NA,1,11,36,1,NA
5150,NA,NA,NA,2,2,NA,NA,1,1
5151,NA,NA,NA,1,3,15,87,1,NA
5152,1,NA,NA,1,NA,13,47,NA,2
5153,1,2,1,2,3,9,NA,NA,NA
5154,1,NA,1,1,1,1,NA,NA,2
5155,NA,1,NA,NA,1,3,NA,1,2
5156,NA,1,1,NA,NA,7,NA,NA,NA
5157,NA,1,1,2,2,16,NA,NA,NA
5158,2,1,1,NA,NA,6,NA,NA,NA
5159,NA,1,1,2,1,NA,76,2,2
5160,1,1,1,1,NA,NA,NA,1,2
5161,2,1,1,NA,2,NA,5,1,2
5162,2,1,1,NA,NA,16,26,4,NA
5163,NA,NA,1,NA,2,1,NA,NA,NA
5164,1,1,NA,NA,1,10,74,1,2
5165,NA,NA,1,NA,NA,6,37,1,1
5166,NA,NA,1,1,NA,NA,NA,1,2
5167,NA,1,NA,1,NA,10,65,NA,2
5168,2,NA,2,NA,2,NA,68,1,2
5169,1,NA,NA,1,1,5,NA,NA,1
5170,1,1,NA,NA,NA,NA,NA,NA,NA
5171,NA,NA,NA,NA,1,NA,NA,1,NA
5172,2,NA,NA,2,NA,8,NA,1,2
5173,NA,1,1,2,NA,NA,NA,NA,2
5174,1,NA,1,2,NA,3,59,NA,2
5175,NA,1,NA,NA,NA,13,NA,1,2
5176,2,NA,1,NA,NA,15,9,NA,2
5177,NA,NA,NA,NA,2,9,66,1,NA
5178,NA,2,1,NA,1,6,24,NA,2
5179,1,1,1,2,NA,NA,48,1,NA
5180,NA,1,NA,2,NA,2,21,1,2
5181,NA,1,1,2,NA,NA,NA,3,NA
5182,2,NA,1,NA,2,4,5,NA,2
5183,NA,NA,NA,2,NA,5,10,1,NA
5184,2,NA,NA,2,2,14,NA,1,NA
5185,NA,NA,1,1,1,10,63,1,NA
5186,2,1,NA,1,2,3,NA,NA,NA
5187,1,1,1,1,1,1,70,1,NA
5188,2,NA,NA,1,3,13,NA,1,NA
5189,2,1,1,2,NA,14,33,NA,2
5190,1,1,1,NA,NA,16,NA,1,NA
5191,NA,NA,NA,2,2,12,52,3,NA
5192,1,NA,NA,1,2,3,NA,1,NA
5193,2,NA,1,2,NA,16,17,NA,NA
5194,2,NA,1,2,NA,NA,NA,1,2
5195,2,1,1,1,2,NA,69,1,NA
5196,NA,NA,1,1,NA,NA,56,1,2
5197,NA,1,NA,1,NA,9,71,3,NA
5198,NA,1,1,1,2,16,NA,1,2
5199,2,1,1,1,NA,NA,47,NA,2
5200,1,NA,1,2,2,1,NA,NA,NA
5201,1,NA,1,NA,2,6,73,1,NA
5202,NA,NA,1,NA,1,NA,NA,NA,2
5203,NA,1,NA,1,2,1,65,NA,2
5204,1,NA,1,NA,NA,NA,4,1,2
5205,1,1,1,2,NA,10,84,1,NA
5206,NA,1,1,NA,NA,8,NA,1,NA
5207,2,1,1,NA,2,NA,NA,1,2
5208,NA,1,NA,2,2,5,NA,1,2
5209,NA,1,NA,2,NA,NA,76,1,1
5210,2,1,NA,2,2,1,71,3,1
5211,2,NA,NA,NA,2,NA,NA,NA,2
5212,NA,1,1,NA,2,NA,NA,NA,NA
5213,1,1,1,NA,NA,16,NA,1,2
5214,NA,NA,1,NA,2,NA,77,NA,2
5215,NA,1,1,2,NA,12,90,3,2
5216,2,1,1,2,2,5,NA,1,1
5217,2,1,NA,2,1,10,NA,1,2
5218,1,1,1,2,2,1,84,NA,NA
5219,2,1,1,2,1,NA,76,1,NA
5220,2,1,1,NA,3,8,10,1,NA
5221,NA,2,NA,2,NA,NA,NA,NA,2
5222,NA,1,NA,NA,1,NA,43,1,2
5223,2,NA,1,NA,2,NA,NA,2,NA
5224,2,2,1,2,2,NA,16,NA,NA
5225,1,NA,1,1,1,NA,49,NA,2
5226,NA,NA,1,NA,2,11,62,1,2
5227,NA,1,NA,2,NA,8,NA,2,2
5228,1,NA,1,1,NA,11,NA,NA,2
5229,NA,NA,1,2,NA,8,68,NA,2
5230,2,NA,NA,2,2,2,19,1,NA
5231,NA,1,1,2,1,14,NA,3,2
5232,1,1,NA,NA,2,NA,6,1,2
5233,NA,1,NA,NA,NA,NA,NA,NA,2
5234,NA,1,1,2,2,1,2,1,2
5235,1,NA,NA,NA,NA,2,NA,1,2
5236,2,1,NA,NA,3,NA,58,2,2
5237,1,NA,1,NA,NA,13,18,NA,2
5238,NA,1,1,NA,2,5,87,1,NA
5239,1,1,NA,NA,1,3,68,NA,2
5240,1,NA,1,NA,2,NA,55,1,NA
5241,NA,NA,NA,2,1,16,41,NA,NA
5242,NA,NA,1,1,2,16,NA,1,2
5243,2,NA,1,NA,1,NA,90,NA,NA
5244,NA,1,1,2,NA,16,NA,1,2
5245,1,NA,NA,NA,1,10,40,NA,2
5246,2,NA,1,1,NA,NA,32,NA,NA
5247,2,NA,NA,2,NA,12,NA,2,NA
5248,2,1,1,1,2,NA,NA,1,2
5249,NA,NA,1,1,3,NA,85,1,2
5250,1,1,1,NA,2,NA,0,1,NA
5251,NA,1,NA,1,2,11,NA,1,2
5252,1,NA,1,1,2,7,NA,1,1
5253,NA,1,NA,NA,NA,NA,NA,1,2
5254,2,1,1,1,3,3,NA,1,2
5255,2,1,NA,1,2,NA,26,NA,NA
5256,2,2,1,NA,2,12,76,NA,NA
5257,NA,1,NA,2,NA,12,7,NA,2
5258,NA,1,1,NA,1,NA,NA,NA,2
5259,1,2,1,2,2,7,NA,1,2
5260,1,1,1,2,3,NA,12,1,2
5261,NA,NA,NA,1,NA,NA,9,3,2
5262,1,1,1,NA,2,NA,87,NA,2
5263,2,NA,1,1,NA,NA,81,NA,NA
5264,1,1,1,1,2,4,NA,NA,NA
5265,2,1,NA,2,1,7,20,3,NA
5266,2,NA,1,NA,2,15,NA,1,NA
5267,2,1,NA,NA,2,NA,80,NA,2
5268,1,NA,1,2,NA,NA,10,1,NA
5269,2,NA,NA,1,2,10,21,NA,NA
5270,NA,NA,NA,2,NA,5,NA,NA,2
5271,2,NA,1,1,3,9,89,NA,NA
5272,2,NA,NA,1,1,10,NA,2,NA
5273,NA,NA,1,2,3,11,35,1,2
5274,1,NA,1,NA,2,1,NA,4,2
5275,NA,NA,NA,2,3,5,NA,1,2
5276,2,NA,1,NA,2,NA,61,NA,2
5277,2,NA,NA,1,2,NA,13,1,NA
5278,1,1,1,1,NA,NA,12,2,2
5279,NA,NA,1,1,1,6,NA,1,NA
5280,NA,1,NA,1,NA,14,27,NA,NA
5281,2,NA,1,NA,1,6,72,NA,2
5282,2,NA,1,NA,NA,11,NA,NA,2
5283,2,NA,1,2,1,NA,36,NA,2
5284,1,1,NA,1,2,14,21,1,NA
5285,NA,1,1,2,NA,NA,70,1,2
5286,2,1,NA,2,NA,NA,52,1,2
5287,NA,NA,NA,1,2,NA,21,NA,NA
5288,2,NA,1,2,1,NA,NA,NA,NA
5289,2,1,1,NA,1,NA,22,NA,2
5290,2,1,NA,2,NA,11,58,2,2
5291,2,1,1,NA,2,7,89,1,NA
5292,2,NA,1,1,NA,12,20,3,NA
5293,2,1,1,1,NA,NA,17,2,2
5294,NA,1,1,2,NA,5,14,2,2
5295,1,1,NA,2,NA,NA,NA,NA,NA
5296,2,NA,1,2,NA,16,22,NA,1
5297,NA,1,1,NA,2,NA,NA,3,NA
5298,NA,1,NA,NA,1,NA,33,NA,2
5299,1,2,1,2,NA,NA,NA,NA,NA
5300,1,NA,1,NA,2,1,NA,4,NA
5301,NA,NA,NA,1,NA,16,NA,NA,NA
5302,NA,1,1,1,1,9,71,2,2
5303,2,NA,1,1,NA,3,NA,1,NA
5304,1,NA,NA,2,NA,10,52,1,2
5305,1,1,NA,NA,NA,2,84,NA,2
5306,1,1,NA,1,NA,NA,23,1,2
5307,1,NA,1,1,1,5,71,1,2
5308,NA,1,1,1,NA,8,NA,1,NA
5309,1,1,1,NA,3,NA,82,4,NA
5310,NA,NA,1,NA,NA,4,NA,1,NA
5311,NA,NA,NA,2,NA,5,86,2,2
5312,2,1,1,2,2,NA,11,2,2
5313,2,1,1,1,NA,10,66,1,2
5314,NA,NA,1,NA,1,NA,11,NA,NA
5315,1,1,1,NA,1,NA,NA,NA,2
5316,2,1,NA,NA,2,10,63,1,2
5317,1,1,1,2,2,4,29,1,NA
5318,2,NA,NA,2,1,15,NA,1,2
5319,1,1,1,1,NA,NA,35,1,NA
5320,1,1,NA,NA,2,7,NA,3,NA
5321,1,NA,1,NA,3,2,NA,2,2
5322,NA,NA,NA,1,NA,NA,NA,NA,NA
5323,NA,1,1,NA,NA,6,84,1,2
5324,1,NA,1,NA,NA,2,69,2,2
5325,NA,1,1,2,2,3,NA,1,2
5326,1,NA,NA,1,NA,11,NA,2,2
5327,NA,1,1,2,NA,2,67,2,NA
5328,NA,1,NA,2,1,NA,NA,1,2
5329,NA,1,1,1,2,1,75,NA,NA
5330,NA,2,NA,1,2,11,NA,1,2
5331,NA,NA,1,2,3,7,78,1,2
5332,2,1,1,NA,NA,3,34,1,2
5333,NA,NA,1,1,3,2,NA,NA,2
5334,2,1,NA,2,1,NA,NA,3,NA
5335,1,1,1,NA,2,14,55,1,NA
5336,NA,1,1,NA,3,16,72,4,2
5337,2,NA,1,2,NA,9,19,1,2
5338,NA,1,NA,1,NA,13,NA,1,2
5339,2,1,1,1,NA,NA,NA,4,NA
5340,NA,NA,1,2,NA,11,19,NA,NA
5341,NA,1,NA,NA,NA,6,41,NA,2
5342,NA,1,1,2,2,14,NA,NA,2
5343,2,NA,1,2,2,NA,NA,1,2
5344,NA,NA,NA,NA,NA,NA,70,1,NA
5345,2,1,NA,NA,NA,NA,NA,1,2
5346,NA,1,1,NA,2,5,75,NA,NA
5347,2,1,NA,NA,3,NA,NA,1,NA
5348,2,1,NA,1,NA,3,NA,NA,NA
5349,NA,1,NA,1,1,NA,21,NA,2
5350,NA,2,NA,2,2,8,NA,1,2
5351,NA,1,1,2,NA,5,NA,NA,2
5352,2,NA,1,2,NA,11,21,2,2
5353,1,NA,NA,NA,NA,11,61,1,2
5354,NA,NA,NA,2,NA,NA,NA,1,2
5355,2,1,NA,1,NA,9,NA,NA,2
5356,NA,1,1,2,2,12,48,NA,NA
5357,1,NA,NA,NA,NA,14,40,NA,2
5358,NA,1,NA,2,2,1,50,NA,2
5359,2,1,1,NA,3,15,26,NA,2
5360,2,NA,1,2,NA,16,88,1,2
5361,2,1,1,1,NA,9,22,NA,2
5362,2,1,NA,NA,1,4,11,1,NA
5363,NA,NA,NA,1,NA,NA,NA,NA,1
5364,NA,NA,1,NA,2,3,30,NA,2
5365,2,1,1,NA,NA,9,18,1,2
5366,NA,2,1,NA,2,NA,6,1,NA
5367,2,NA,NA,1,3,NA,NA,1,NA
5368,2,NA,NA,1,NA,NA,75,NA,NA
5369,2,NA,1,NA,1,15,47,NA,2
5370,NA,1,NA,NA,NA,15,67,3,2
5371,1,NA,NA,1,NA,NA,NA,3,2
5372,1,1,NA,1,1,10,13,1,NA
5373,NA,NA,NA,2,1,14,NA,1,2
5374,1,NA,NA,1,NA,9,0,NA,NA
5375,NA,NA,1,1,1,10,75,1,NA
5376,2,NA,1,1,1,6,10,1,2
5377,1,NA,NA,NA,2,4,NA,NA,NA
5378,1,1,1,NA,1,5,NA,1,NA
5379,NA,NA,NA,NA,NA,11,55,1,2
5380,2,1,1,2,2,NA,31,3,2
5381,2,NA,NA,NA,3,15,84,2,NA
5382,1,1,1,2,2,5,82,1,2
5383,2,NA,1,1,2,NA,NA,1,NA
5384,1,NA,1,NA,NA,16,4,NA,2
5385,2,1,NA,NA,2,NA,NA,4,NA
5386,NA,1,1,1,2,11,NA,1,2
5387,1,1,NA,NA,2,NA,NA,NA,2
5388,2,1,1,2,3,11,49,1,2
5389,1,NA,NA,1,2,NA,57,1,2
5390,2,1,1,NA,1,NA,NA,1,2
5391,NA,NA,NA,NA,2,1,77,NA,NA
5392,NA,1,NA,2,2,13,20,2,NA
5393,1,NA,1,1,2,6,NA,1,2
5394,1,NA,1,2,NA,1,NA,NA,1
5395,NA,1,NA,2,1,11,68,1,1
5396,2,1,NA,1,2,NA,NA,1,1
5397,2,1,1,NA,3,NA,NA,1,NA
5398,1,2,NA,NA,3,11,NA,NA,2
5399,NA,1,1,1,1,NA,NA,1,2
5400,2,1,1,NA,NA,9,85,2,2
5401,NA,1,NA,2,NA,13,NA,NA,2
5402,NA,1,1,2,2,NA,52,4,NA
5403,NA,NA,1,2,NA,NA,42,1,2
5404,2,2,1,1,2,NA,NA,1,NA
5405,NA,1,1,2,1,15,NA,1,NA
5406,NA,1,1,1,1,10,41,NA,2
5407,2,NA,NA,2,2,7,87,1,1
5408,NA,1,1,1,2,10,71,1,2
5409,NA,1,2,1,2,4,45,NA,NA
5410,NA,NA,1,2,2,12,81,NA,2
5411,1,1,NA,2,2,12,NA,NA,2
5412,1,1,1,NA,1,11,NA,NA,2
5413,NA,1,1,1,2,4,17,1,2
5414,2,NA,1,2,2,9,51,1,NA
5415,NA,1,NA,1,2,NA,10,NA,2
5416,1,NA,1,1,1,NA,64,4,NA
5417,1,1,NA,1,1,5,NA,1,2
5418,2,NA,1,2,NA,5,27,3,NA
5419,NA,NA,NA,2,2,8,NA,1,2
5420,2,NA,NA,NA,NA,7,29,1,NA
5421,1,1,NA,2,3,12,NA,2,2
5422,2,NA,1,2,NA,11,NA,1,2
5423,2,2,1,1,1,3,60,NA,2
5424,NA,1,NA,1,NA,4,59,1,2
5425,NA,NA,NA,NA,NA,7,67,3,NA
5426,NA,1,1,NA,2,5,81,NA,2
5427,NA,2,1,1,3,5,NA,NA,2
5428,NA,1,1,NA,1,NA,70,3,1
5429,2,NA,1,NA,3,10,69,1,2
5430,NA,2,NA,NA,1,NA,NA,NA,2
5431,1,1,1,NA,1,NA,15,NA,2
5432,2,1,2,2,3,NA,NA,NA,NA
5433,2,1,1,2,3,3,10,NA,NA
5434,1,1,1,NA,NA,1,34,NA,NA
5435,NA,1,1,NA,3,2,87,NA,NA
5436,NA,1,1,NA,NA,16,NA,1,2
5437,2,NA,NA,2,1,7,NA,1,NA
5438,1,NA,1,2,1,11,NA,1,2
5439,1,1,NA,1,2,NA,NA,NA,2
5440,NA,1,1,1,3,14,NA,1,NA
5441,NA,NA,1,2,1,13,NA,2,2
5442,NA,1,1,2,NA,9,NA,1,2
5443,NA,NA,NA,NA,1,11,40,1,2
5444,1,NA,NA,NA,1,NA,NA,NA,NA
5445,NA,1,1,NA,NA,4,NA,1,NA
5446,1,NA,1,NA,3,NA,2,1,2
5447,1,1,1,2,2,10,NA,NA,2
5448,NA,1,1,2,1,10,NA,1,1
5449,1,1,NA,NA,3,13,8,NA,NA
5450,1,NA,NA,NA,1,13,54,NA,2
5451,NA,NA,1,NA,2,NA,61,2,2
5452,NA,1,NA,NA,NA,10,1,NA,2
5453,1,NA,1,1,NA,NA,NA,NA,2
5454,2,NA,1,NA,NA,NA,57,1,NA
5455,2,NA,NA,NA,2,NA,0,1,2
5456,1,1,2,NA,2,6,90,1,NA
5457,NA,1,1,2,NA,2,66,1,2
5458,NA,1,1,1,NA,1,31,NA,1
5459,2,1,NA,2,1,NA,NA,1,2
5460,NA,1,NA,NA,3,1,47,NA,2
5461,2,1,NA,1,NA,7,32,1,2
5462,2,NA,NA,NA,2,16,9,2,2
5463,2,NA,NA,NA,NA,5,24,NA,2
5464,1,1,1,1,3,NA,34,2,2
5465,2,1,2,NA,NA,16,27,1,NA
5466,2,NA,1,1,NA,1,2,NA,2
5467,2,NA,NA,1,1,9,7,2,2
5468,1,1,1,1,NA,12,88,1,2
5469,2,NA,1,2,NA,2,81,NA,2
5470,NA,1,NA,NA,NA,11,NA,2,NA
5471,NA,1,1,NA,1,10,NA,NA,NA
5472,NA,NA,NA,NA,3,11,NA,NA,2
5473,NA,NA,1,1,2,16,NA,1,2
5474,2,NA,1,1,1,15,NA,1,2
5475,NA,NA,NA,1,NA,2,NA,NA,2
5476,2,2,NA,1,NA,12,55,1,NA
5477,1,NA,1,NA,NA,NA,NA,2,2
5478,NA,NA,1,NA,NA,NA,NA,1,NA
5479,2,1,1,NA,NA,6,NA,1,2
5480,NA,NA,NA,2,NA,11,43,1,NA
5481,NA,1,1,1,2,4,1,1,NA
5482,2,NA,NA,NA,1,NA,NA,1,2
5483,1,NA,NA,2,2,NA,NA,1,2
5484,1,NA,NA,1,1,3,NA,NA,NA
5485,NA,1,1,1,NA,2,NA,1,2
5486,2,NA,1,1,3,10,NA,1,2
5487,NA,1,NA,NA,2,3,NA,NA,NA
5488,NA,1,NA,1,2,1,73,NA,2
5489,2,2,NA,2,NA,11,86,NA,2
5490,2,NA,NA,1,2,NA,NA,1,2
5491,1,1,2,2,2,8,48,NA,2
5492,1,1,1,2,NA,8,NA,2,NA
5493,1,1,NA,NA,NA,8,75,1,NA
5494,2,NA,NA,NA,NA,7,84,4,2
5495,2,NA,1,NA,2,13,NA,3,2
5496,1,NA,1,NA,NA,7,56,1,NA
5497,2,1,NA,NA,1,5,43,1,2
5498,NA,1,1,1,1,13,16,3,2
5499,NA,1,1,NA,3,NA,3,NA,2
5500,NA,1,1,2,1,5,NA,NA,NA
5501,2,NA,1,2,2,NA,NA,1,NA
5502,1,1,1,NA,1,NA,NA,NA,2
5503,NA,NA,1,2,NA,16,NA,1,2
5504,2,NA,1,1,NA,6,68,1,2
5505,NA,1,1,2,1,4,NA,NA,2
5506,2,1,1,NA,NA,NA,16,1,2
5507,NA,1,NA,NA,1,14,NA,NA,2
5508,NA,NA,1,1,NA,NA,NA,1,2
5509,1,NA,NA,2,2,NA,65,NA,2
5510,2,NA,NA,2,NA,4,3,1,NA
5511,1,2,1,NA,3,7,85,1,NA
5512,2,NA,NA,NA,3,NA,27,1,2
5513,2,NA,2,2,NA,NA,51,1,NA
5514,NA,1,2,1,3,13,13,1,2
5515,2,1,1,2,NA,12,48,NA,2
5516,NA,NA,NA,2,NA,5,NA,3,2
5517,2,1,2,NA,1,14,NA,1,2
5518,2,2,1,2,NA,5,1,1,2
5519,NA,NA,1,2,NA,NA,87,NA,2
5520,2,1,NA,2,NA,4,43,1,2
5521,2,NA,1,1,NA,2,37,1,2
5522,2,1,NA,1,2,13,82,NA,2
5523,NA,NA,1,1,2,NA,85,1,2
5524,1,1,NA,NA,2,NA,NA,1,NA
5525,NA,1,1,2,3,NA,62,2,2
5526,2,1,NA,2,NA,10,21,2,2
5527,NA,NA,NA,2,NA,2,NA,NA,NA
5528,NA,NA,1,NA,NA,1,71,NA,2
5529,1,1,NA,NA,2,7,NA,2,NA
5530,2,NA,NA,1,NA,NA,54,1,2
5531,1,NA,NA,2,1,13,27,1,NA
5532,2,NA,NA,NA,2,NA,NA,NA,2
5533,1,1,1,NA,3,6,12,1,NA
5534,2,1,NA,1,NA,NA,NA,NA,NA
5535,2,1,1,2,NA,1,NA,1,NA
5536,2,1,NA,NA,3,8,57,1,2
5537,2,2,2,NA,NA,10,NA,NA,2
5538,NA,1,1,NA,2,1,43,2,NA
5539,2,NA,NA,2,2,13,NA,1,1
5540,2,NA,NA,2,NA,4,29,NA,NA
5541,NA,NA,1,NA,2,NA,NA,1,2
5542,NA,NA,1,NA,NA,NA,NA,1,2
5543,2,1,1,1,NA,NA,24,2,NA
5544,NA,1,1,2,NA,12,NA,4,NA
5545,2,1,NA,NA,2,NA,NA,NA,2
5546,NA,NA,NA,1,2,NA,NA,NA,NA
5547,2,NA,1,1,1,8,NA,NA,2
5548,1,1,NA,1,NA,9,NA,1,2
5549,NA,1,1,1,NA,7,66,NA,2
5550,1,NA,NA,2,3,6,75,NA,NA
5551,1,NA,1,2,NA,NA,76,NA,2
5552,NA,1,1,1,NA,NA,4,1,1
5553,NA,1,1,NA,2,NA,37,1,NA
5554,1,1,1,2,1,12,NA,NA,NA
5555,NA,NA,1,NA,NA,NA,47,NA,NA
5556,1,1,1,1,1,NA,NA,NA,2
5557,2,NA,1,NA,2,4,NA,NA,NA
5558,1,1,1,NA,2,1,28,1,2
5559,NA,1,NA,NA,1,7,80,NA,2
5560,1,NA,NA,NA,1,NA,84,NA,NA
5561,NA,NA,NA,2,NA,4,50,3,2
5562,NA,1,1,1,NA,NA,22,1,NA
5563,2,1,NA,2,1,9,28,1,1
5564,NA,NA,NA,1,NA,11,NA,NA,2
5565,NA,NA,1,NA,NA,13,21,2,2
5566,NA,1,1,1,2,10,NA,1,1
5567,1,NA,NA,1,NA,3,81,NA,2
5568,NA,NA,1,NA,NA,11,NA,1,2
5569,2,NA,1,NA,2,4,34,4,2
5570,1,NA,1,NA,1,4,51,1,2
5571,NA,NA,1,2,2,3,58,NA,2
5572,2,NA,NA,NA,2,14,NA,1,NA
5573,NA,NA,1,NA,NA,NA,37,1,2
5574,2,NA,NA,1,1,NA,63,NA,2
5575,2,1,1,NA,1,NA,7,NA,NA
5576,1,NA,NA,1,NA,NA,NA,NA,2
5577,2,NA,1,1,3,NA,6,NA,NA
5578,1,1,1,1,NA,NA,28,1,2
5579,1,1,NA,2,1,10,87,3,NA
5580,2,NA,1,2,NA,NA,24,NA,NA
5581,NA,NA,NA,2,2,16,NA,1,NA
5582,1,1,1,2,3,12,NA,NA,NA
5583,NA,1,1,1,2,10,64,1,NA
5584,2,1,NA,1,2,4,52,1,NA
5585,NA,NA,1,2,2,4,NA,NA,NA
5586,2,NA,1,2,2,NA,44,2,NA
5587,NA,NA,1,NA,3,2,NA,1,NA
5588,1,1,1,1,NA,15,39,NA,2
5589,1,1,NA,NA,2,15,NA,1,2
5590,2,NA,1,NA,NA,NA,NA,1,NA
5591,NA,2,1,2,3,12,39,1,NA
5592,NA,1,1,1,1,9,NA,1,NA
5593,2,2,1,2,2,4,13,1,1
5594,NA,1,1,1,NA,9,55,1,NA
5595,NA,NA,1,NA,NA,NA,5,1,NA
5596,2,NA,NA,2,NA,16,NA,1,NA
5597,2,NA,1,NA,2,NA,35,1,NA
5598,1,NA,1,NA,2,12,NA,1,NA
5599,1,2,NA,1,NA,NA,NA,NA,2
